"item","qty","gross_sales","product_sales","discounts","tax","type","name","purchase_date"
"Angel - Sleeping",1,50,45.45,0,4.55,"Angel","Sleeping",2024-06-16
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-16
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-16
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-16
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-16
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-16
"SP - Rabbit Trainer",1,45.72,40.84,0,4.16,"SP","Rabbit Trainer",2024-06-16
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-16
"Sheep - Large",1,60.96,54.46,0,5.54,"Sheep - Large","Sheep - Large",2024-06-16
"SP - Lion Dance",1,71.12,63.53,0,6.47,"SP","Lion Dance",2024-06-16
"SP - Gold Hat",1,45.72,45.84,-5,4.16,"SP","Gold Hat",2024-06-16
"Angel - Sleeping",1,50.8,45.38,0,4.62,"Angel","Sleeping",2024-06-16
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-16
"SP - Rabbit Trainer",1,45.72,40.84,0,4.16,"SP","Rabbit Trainer",2024-06-16
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-16
"Cina",1,32.51,37.04,-8,2.96,"Cina","Cina",2024-06-16
"Kuro - Eclipse",1,45.72,40.84,0,4.16,"Kuro","Eclipse",2024-06-16
"Bear Brick - Heart Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Heart Rainbow",2024-06-16
"Bear Brick - Heart Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Heart Rainbow",2024-06-16
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-16
"SP - Lion Dance",1,71.12,63.53,0,6.47,"SP","Lion Dance",2024-06-16
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-16
"SP - Rabbit Trainer",1,45.72,40.85,0,4.15,"SP","Rabbit Trainer",2024-06-16
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-16
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-16
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-16
"Cina",1,32.51,37.04,-8,2.96,"Cina","Cina",2024-06-16
"Lotso Bear - (waving)",1,45.72,40.84,0,4.16,"Lotso Bear","(waving)",2024-06-16
"Lotso Bear - Mini Lotso Bear",1,40,36.36,0,3.64,"Lotso Bear","Mini Lotso Bear",2024-06-16
"SP - Rabbit Trainer",1,45.72,45.84,-5,4.16,"SP","Rabbit Trainer",2024-06-16
"SP - Rabbit Trainer",1,41.15,41.26,-4.5,3.74,"SP","Rabbit Trainer",2024-06-16
"Angel - Sleeping",1,50.8,45.38,0,4.62,"Angel","Sleeping",2024-06-16
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-16
"Teddy with Tote",2,81.28,72.61,0,7.39,"Teddy with Tote","Teddy with Tote",2024-06-16
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-16
"Bear Brick - Heart",1,45.72,40.85,0,4.15,"Bear Brick","Heart",2024-06-16
"Angel - Sleeping",1,50.8,45.38,0,4.62,"Angel","Sleeping",2024-06-15
"Angel - Sleeping",1,45.72,40.84,0,4.16,"Angel","Sleeping",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-15
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-15
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-15
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-15
"SP - Rabbit Trainer",1,45.72,40.85,0,4.15,"SP","Rabbit Trainer",2024-06-15
"Angel - Sleeping",1,50.8,45.38,0,4.62,"Angel","Sleeping",2024-06-15
"Sheep - Large",1,60.96,54.46,0,5.54,"Sheep - Large","Sheep - Large",2024-06-15
"Kuro - Magician Hat",1,41.15,41.26,-4.5,3.74,"Kuro","Magician Hat",2024-06-15
"Marvel",1,45.72,45.84,-5,4.16,"Marvel","Marvel",2024-06-15
"SP - Raining Day",1,60.96,54.46,0,5.54,"SP","Raining Day",2024-06-15
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-15
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-15
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-15
"Marvel",1,45.72,40.84,0,4.16,"Marvel","Marvel",2024-06-15
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-15
"Kuro - Bowtied",1,41.15,41.26,-4.5,3.74,"Kuro","Bowtied",2024-06-15
"Mini Picture",1,24.69,24.75,-2.7,2.25,"Mini Picture","Mini Picture",2024-06-15
"Mini Picture",1,45.72,40.84,0,4.16,"Mini Picture","Mini Picture",2024-06-15
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Sheep - Large",2,121.92,108.92,0,11.08,"Sheep - Large","Sheep - Large",2024-06-15
"Kuro - Clown Hat",1,45.72,40.84,0,4.16,"Kuro","Clown Hat",2024-06-15
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-15
"Mini Plate",1,45.72,40.85,0,4.15,"Mini Plate","Mini Plate",2024-06-15
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-15
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-15
"Kuro - Bowtied",1,45.72,40.85,0,4.15,"Kuro","Bowtied",2024-06-15
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-15
"Kuro - Bowtied",1,45.72,40.85,0,4.15,"Kuro","Bowtied",2024-06-15
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.3,0,3.7,"Pokemon","Ice Cream",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Pokemon - Ice Cream",1,45.72,40.84,0,4.16,"Pokemon","Ice Cream",2024-06-15
"Kuro - Magician Hat",1,45.72,40.84,0,4.16,"Kuro","Magician Hat",2024-06-15
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Angel - Sleeping",1,50.8,45.38,0,4.62,"Angel","Sleeping",2024-06-15
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-15
"Mini Plate",2,50.8,45.38,0,4.62,"Mini Plate","Mini Plate",2024-06-15
"Mini Plate",1,25,22.73,0,2.27,"Mini Plate","Mini Plate",2024-06-15
"SP - Lion Dance",1,71.12,63.53,0,6.47,"SP","Lion Dance",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Pokemon - Ice Cream",1,45.72,40.84,0,4.16,"Pokemon","Ice Cream",2024-06-15
"Mini Picture",1,27,24.55,0,2.45,"Mini Picture","Mini Picture",2024-06-15
"Mini Picture",1,45.72,40.84,0,4.16,"Mini Picture","Mini Picture",2024-06-15
"Kuro - Bowtied",2,91.44,81.69,0,8.31,"Kuro","Bowtied",2024-06-15
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-15
"Kuro - Dragon",1,45.72,40.85,0,4.15,"Kuro","Dragon",2024-06-15
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-15
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-15
"Kuro - Heart",1,45.72,40.84,0,4.16,"Kuro","Heart",2024-06-15
"Kuro - Heart",1,45.72,40.84,0,4.16,"Kuro","Heart",2024-06-15
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Pokemon - Ice Cream",1,45.72,40.84,0,4.16,"Pokemon","Ice Cream",2024-06-15
"Sheep - Large",1,60.96,54.46,0,5.54,"Sheep - Large","Sheep - Large",2024-06-15
"Mini Picture",1,27.43,24.5,0,2.5,"Mini Picture","Mini Picture",2024-06-15
"Mini Picture",1,45,40.91,0,4.09,"Mini Picture","Mini Picture",2024-06-15
"Mini Picture",1,45.72,40.84,0,4.16,"Mini Picture","Mini Picture",2024-06-15
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-15
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-15
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-15
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-15
"Rain Baby",1,60.96,54.46,0,5.54,"Rain Baby","Rain Baby",2024-06-15
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-15
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Pokemon - Ice Cream",1,45,40.91,0,4.09,"Pokemon","Ice Cream",2024-06-15
"SP - Rabbit Trainer",1,45.72,45.84,-5,4.16,"SP","Rabbit Trainer",2024-06-15
"SP - Rabbit Trainer",1,41.15,41.26,-4.5,3.74,"SP","Rabbit Trainer",2024-06-15
"Kuro - Dragon",3,137.16,122.53,0,12.47,"Kuro","Dragon",2024-06-15
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-15
"Mini Plate",1,20.32,23.15,-5,1.85,"Mini Plate","Mini Plate",2024-06-15
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-15
"SP - Raining Day",1,60.96,54.46,0,5.54,"SP","Raining Day",2024-06-15
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-15
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-15
"Mermaid",1,35.56,31.77,0,3.23,"Mermaid","Mermaid",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-15
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-15
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-15
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-15
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-15
"Kuro - Clown Hat",1,45.72,40.84,0,4.16,"Kuro","Clown Hat",2024-06-15
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-15
"Teddy with Tote",1,40.64,36.31,0,3.69,"Teddy with Tote","Teddy with Tote",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Kuro - Heart",1,45.72,40.84,0,4.16,"Kuro","Heart",2024-06-15
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-15
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-15
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-15
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-15
"SP - Rabbit Trainer",1,50,45.45,0,4.55,"SP","Rabbit Trainer",2024-06-15
"Unicorn (Pony)",1,35.56,31.77,0,3.23,"Unicorn (Pony)","Unicorn (Pony)",2024-06-15
"Pokemon - Ice Cream",1,40.64,36.3,0,3.7,"Pokemon","Ice Cream",2024-06-15
"Resting Sloth",1,30.48,27.23,0,2.77,"Resting Sloth","Resting Sloth",2024-06-15
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-15
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-15
"SP - Rabbit Trainer",1,45.72,40.84,0,4.16,"SP","Rabbit Trainer",2024-06-15
"Resting Sloth",2,60.96,54.46,0,5.54,"Resting Sloth","Resting Sloth",2024-06-15
"Teddy with Tote",1,40.64,36.3,0,3.7,"Teddy with Tote","Teddy with Tote",2024-06-15
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-06-15
"Bear Brick - Heart",1,45.72,40.85,0,4.15,"Bear Brick","Heart",2024-06-15
"Kuro - Clown Hat",1,36.58,41.67,-9,3.33,"Kuro","Clown Hat",2024-06-14
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-14
"Mermaid",1,35.56,31.77,0,3.23,"Mermaid","Mermaid",2024-06-14
"Mini Picture",1,27.43,24.5,0,2.5,"Mini Picture","Mini Picture",2024-06-14
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-14
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-14
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-14
"SP - Raining Day",1,60.96,54.46,0,5.54,"SP","Raining Day",2024-06-14
"Bear Brick - Rainbow",1,20.32,43.15,-25,1.85,"Bear Brick","Rainbow",2024-06-14
"Squid game",1,15.24,38.61,-25,1.39,"Squid game","Squid game",2024-06-14
"Kuro - Evil",1,25.4,47.69,-25,2.31,"Kuro","Evil",2024-06-14
"Mini Picture",1,2.03,26.82,-25,0.18,"Mini Picture","Mini Picture",2024-06-14
"Marvel",1,26.84,47.56,-23.58,2.44,"Marvel","Marvel",2024-06-14
"Marvel",1,25.4,47.69,-25,2.31,"Marvel","Marvel",2024-06-14
"Kuro - Dragon",1,20.32,43.15,-25,1.85,"Kuro","Dragon",2024-06-14
"Kuro - Dragon",1,20.32,43.15,-25,1.85,"Kuro","Dragon",2024-06-14
"Rabbit - Happy Sleepy",1,40.64,36.31,0,3.69,"Rabbit","Happy Sleepy",2024-06-14
"SP - Gold Hat",1,50.8,45.38,0,4.62,"SP","Gold Hat",2024-06-14
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-14
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-14
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-14
"Squid game",1,40.64,36.31,0,3.69,"Squid game","Squid game",2024-06-14
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-14
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-14
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-14
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-14
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-14
"Unicorn (Pony)",1,35.56,31.77,0,3.23,"Unicorn (Pony)","Unicorn (Pony)",2024-06-14
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-14
"Mermaid",1,35.56,31.77,0,3.23,"Mermaid","Mermaid",2024-06-14
"Rain Baby",1,60.96,54.46,0,5.54,"Rain Baby","Rain Baby",2024-06-14
"Squid game",1,40.64,36.3,0,3.7,"Squid game","Squid game",2024-06-14
"Squid game",1,45.72,40.84,0,4.16,"Squid game","Squid game",2024-06-14
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-14
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-14
"Bear Brick - Heart",1,45.72,40.84,0,4.16,"Bear Brick","Heart",2024-06-14
"Kuro - Dragon",1,45.72,40.85,0,4.15,"Kuro","Dragon",2024-06-14
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-14
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-14
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-14
"SP - Rabbit Trainer",1,45.72,40.85,0,4.15,"SP","Rabbit Trainer",2024-06-14
"SP - Rabbit Trainer",1,45.72,40.84,0,4.16,"SP","Rabbit Trainer",2024-06-14
"SP - Rabbit Trainer",1,45.72,40.84,0,4.16,"SP","Rabbit Trainer",2024-06-14
"SP - Raining Day",1,60.96,54.46,0,5.54,"SP","Raining Day",2024-06-14
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-14
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-14
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-14
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-14
"Sheep - Large",1,51.82,55.29,-9,4.71,"Sheep - Large","Sheep - Large",2024-06-14
"Mini Plate",1,21.59,23.04,-3.75,1.96,"Mini Plate","Mini Plate",2024-06-14
"Mini Plate",1,38.86,41.47,-6.75,3.53,"Mini Plate","Mini Plate",2024-06-14
"Mermaid",1,30.23,32.25,-5.25,2.75,"Mermaid","Mermaid",2024-06-14
"Kuro - Bowtied",1,38.86,41.46,-6.75,3.54,"Kuro","Bowtied",2024-06-14
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-06-14
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-06-14
"SP - Rabbit Trainer",1,43.18,46.07,-7.5,3.93,"SP","Rabbit Trainer",2024-06-14
"SP - Rabbit Trainer",1,38.86,41.47,-6.75,3.53,"SP","Rabbit Trainer",2024-06-14
"Angel - Sleeping",1,43.18,46.07,-7.5,3.93,"Angel","Sleeping",2024-06-14
"Bear Brick - Heart Rainbow",1,38.86,41.47,-6.75,3.53,"Bear Brick","Heart Rainbow",2024-06-14
"Mini Plate",1,21.59,23.04,-3.75,1.96,"Mini Plate","Mini Plate",2024-06-14
"Mini Plate",1,21.59,23.04,-3.75,1.96,"Mini Plate","Mini Plate",2024-06-14
"Mini Plate",2,43.18,46.07,-7.5,3.93,"Mini Plate","Mini Plate",2024-06-14
"Bear Brick - Heart",1,38.86,41.47,-6.75,3.53,"Bear Brick","Heart",2024-06-14
"Bear Brick - Heart",1,38.86,41.47,-6.75,3.53,"Bear Brick","Heart",2024-06-14
"Bear Brick - Heart",1,38.86,41.47,-6.75,3.53,"Bear Brick","Heart",2024-06-14
"Teddy with Tote",2,69.09,73.72,-12,6.28,"Teddy with Tote","Teddy with Tote",2024-06-14
"SP - Raining Day",1,51.82,55.29,-9,4.71,"SP","Raining Day",2024-06-14
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-06-14
"SP - Rabbit Trainer",1,45.72,40.85,0,4.15,"SP","Rabbit Trainer",2024-06-13
"Kuro - Heart",1,45.72,40.84,0,4.16,"Kuro","Heart",2024-06-13
"Mermaid",1,35.56,31.76,0,3.24,"Mermaid","Mermaid",2024-06-13
"Unicorn (Pony)",1,35.56,31.77,0,3.23,"Unicorn (Pony)","Unicorn (Pony)",2024-06-13
"SP - Rabbit Trainer",1,40.64,46.31,-10,3.69,"SP","Rabbit Trainer",2024-06-13
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-13
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-06-13
"Lotso Bear - Mini Lotso Bear",1,40,36.36,0,3.64,"Lotso Bear","Mini Lotso Bear",2024-06-13
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-13
"Mini Picture",1,45.72,40.84,0,4.16,"Mini Picture","Mini Picture",2024-06-13
"SP - Lion Dance",1,71.12,63.53,0,6.47,"SP","Lion Dance",2024-06-13
"Bear Brick - Heart Rainbow",1,38.86,41.46,-6.75,3.54,"Bear Brick","Heart Rainbow",2024-06-13
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-06-13
"SP - Gold Hat",1,43.18,46.07,-7.5,3.93,"SP","Gold Hat",2024-06-13
"SP - Lion Dance",1,60.45,64.5,-10.5,5.5,"SP","Lion Dance",2024-06-13
"Unicorn (Pony)",1,29.75,32.3,-5.25,2.7,"Unicorn (Pony)","Unicorn (Pony)",2024-06-13
"SP - Gold Hat",1,43.18,46.07,-7.5,3.93,"SP","Gold Hat",2024-06-13
"Bear Brick - Heart Rainbow",1,38.86,41.47,-6.75,3.53,"Bear Brick","Heart Rainbow",2024-06-13
"Bear Brick - Heart Rainbow",1,38.86,41.47,-6.75,3.53,"Bear Brick","Heart Rainbow",2024-06-13
"Bear Brick - Heart Rainbow",1,38.86,41.47,-6.75,3.53,"Bear Brick","Heart Rainbow",2024-06-13
"Bear Brick - Heart Rainbow",2,69.95,83.64,-21.15,6.36,"Bear Brick","Heart Rainbow",2024-06-13
"Lotso Bear - (waving)",1,38.86,41.47,-6.75,3.53,"Lotso Bear","(waving)",2024-06-13
"Kuro - Clown Hat",1,38.86,41.47,-6.75,3.53,"Kuro","Clown Hat",2024-06-13
"Bear - Prism",2,86.36,92.15,-15,7.85,"Bear","Prism",2024-06-13
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-12
"Kuro - Clown Hat",1,45.72,40.84,0,4.16,"Kuro","Clown Hat",2024-06-12
"Mini Picture",1,27.43,24.51,0,2.49,"Mini Picture","Mini Picture",2024-06-12
"Mini Picture",1,45.72,40.84,0,4.16,"Mini Picture","Mini Picture",2024-06-12
"Mini Picture",2,54.86,49.01,0,4.99,"Mini Picture","Mini Picture",2024-06-12
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-12
"Mini Plate",2,50.8,45.38,0,4.62,"Mini Plate","Mini Plate",2024-06-12
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-12
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-06-12
"Dor",1,40.64,36.31,0,3.69,"Dor","Dor",2024-06-12
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-12
"Lotso Bear - (waving)",1,40.5,41.32,-4.5,3.68,"Lotso Bear","(waving)",2024-06-12
"Kuro - Eclipse",1,40.5,41.32,-4.5,3.68,"Kuro","Eclipse",2024-06-12
"SP - Rabbit Trainer",1,50,45.45,0,4.55,"SP","Rabbit Trainer",2024-06-12
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-12
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-12
"Bear Brick - Heart Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Heart Rainbow",2024-06-12
"Kuro - Dragon",1,45.72,40.85,0,4.15,"Kuro","Dragon",2024-06-12
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-06-12
"Mini Plate",1,25.4,22.69,0,2.31,"Mini Plate","Mini Plate",2024-06-12
"Mini Plate",2,43.18,46.07,-7.5,3.93,"Mini Plate","Mini Plate",2024-06-12
"SP - Rabbit Trainer",1,43.18,46.07,-7.5,3.93,"SP","Rabbit Trainer",2024-06-12
"Lotso Bear - (waving)",1,38.86,41.47,-6.75,3.53,"Lotso Bear","(waving)",2024-06-12
"Pokemon - Ice Cream",1,34.55,36.86,-6,3.14,"Pokemon","Ice Cream",2024-06-12
"Lotso Bear - (waving)",1,38.25,41.52,-6.75,3.48,"Lotso Bear","(waving)",2024-06-12
"SP - Rabbit Trainer",1,42.5,46.14,-7.5,3.86,"SP","Rabbit Trainer",2024-06-12
"Lotso Bear - (waving)",1,38.86,41.47,-6.75,3.53,"Lotso Bear","(waving)",2024-06-12
"Lotso Bear - (waving)",1,38.86,41.47,-6.75,3.53,"Lotso Bear","(waving)",2024-06-12
"Sheep - Large",1,51.82,55.29,-9,4.71,"Sheep - Large","Sheep - Large",2024-06-12
"Kuro - Evil",1,43.18,46.07,-7.5,3.93,"Kuro","Evil",2024-06-12
"Kuro - Evil",1,45.72,40.84,0,4.16,"Kuro","Evil",2024-06-11
"Kuro - Evil",1,45,40.91,0,4.09,"Kuro","Evil",2024-06-11
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-06-11
"Minion",1,40.64,36.31,0,3.69,"Minion","Minion",2024-06-11
"Mini Plate",2,50.8,45.38,0,4.62,"Mini Plate","Mini Plate",2024-06-11
"Bear Brick - Heart Rainbow",1,45.72,40.84,0,4.16,"Bear Brick","Heart Rainbow",2024-06-11
"Kuro - Eclipse",1,45.72,40.84,0,4.16,"Kuro","Eclipse",2024-06-11
"Kuro - Dragon",1,45.72,40.84,0,4.16,"Kuro","Dragon",2024-06-11
"Lotso Bear - Mini Lotso Bear",1,40,36.36,0,3.64,"Lotso Bear","Mini Lotso Bear",2024-06-11
"Minion",1,40.64,36.31,0,3.69,"Minion","Minion",2024-06-11
"Minion",1,45.72,40.84,0,4.16,"Minion","Minion",2024-06-11
"Kuro - Clown Hat",1,38.86,41.47,-6.75,3.53,"Kuro","Clown Hat",2024-06-11
"Angel - Sleeping",1,43.18,46.07,-7.5,3.93,"Angel","Sleeping",2024-06-11
"Kuro - Magician Hat",1,38.86,41.47,-6.75,3.53,"Kuro","Magician Hat",2024-06-11
"Mini Plate",1,21.59,23.04,-3.75,1.96,"Mini Plate","Mini Plate",2024-06-11
"SP - Rabbit Trainer",1,43.18,46.07,-7.5,3.93,"SP","Rabbit Trainer",2024-06-11
"Cat - Milk Bottle",1,38.86,41.47,-6.75,3.53,"Cat","Milk Bottle",2024-06-11
"Sheep - Large",1,51.82,55.29,-9,4.71,"Sheep - Large","Sheep - Large",2024-06-11
"Cat - Milk Bottle",1,38.86,41.47,-6.75,3.53,"Cat","Milk Bottle",2024-06-11
"Mini Plate",2,43.18,46.07,-7.5,3.93,"Mini Plate","Mini Plate",2024-06-11
